;id;title;authors;identifier;publisher;img_url;creator_id;identifier_type
1;1;The German Army at Passchendaele;Jack Sheldon;1844155641;Pen and Sword;http://ecx.images-amazon.com/images/I/51X5FU4bmlL._SL160_.jpg;1;ASIN
2;2;The German Army at Ypres 1914;Jack Sheldon;1848841132;Pen & Sword Military;http://ecx.images-amazon.com/images/I/51E0-xym6AL._SL160_.jpg;1;ASIN
3;3;Passendale,slagveld van Wereldoorlog I;P. Barton;9020969722;Terra - Lannoo;http://www.lannoo.com/media/dbimages/covers/9789020969726.jpg;1;ASIN
4;4;Guide 700 musée 14/18 Europe;S. Hervouet - L. et M. Braeuer;978-2-9533841-1-6;Editions Le Grand Blockhaus;http://librairie.memorialdeverdun.fr/images_produits/0001.jpg;1;ASIN
5;5;Soldatenfriedhof Langemarck;Pieter Jan Verstraete;9,78908E+12;groeninghedrukkerij;http://www.groeninghedrukkerij.be/Images/Boeken/4f210220-602c-48ff-a356-9c68b22b299c/cover.jpg;1;ASIN
6;6;De strijd om de heuvelrug;Vansuyt Michel;978-90-77723-89-0;Groeninghedrukkerij;http://www.groeninghedrukkerij.be/Images/Boeken/b66b2999-9ba6-41cc-ba5a-a42916526227/cover.jpg;1;ASIN
7;7;Versteende vleugels;Eddy Lambrecht;907772320X;Groeninghedrukkerij;http://www.groeninghedrukkerij.be/Images/Boeken/56aead8f-1000-4d93-a22c-6645f05290d7/cover.jpg;1;ASIN
8;8;Gruss aus Flandern;Eddy Lambrecht;90-71868-99-0;Groeninghedrukkerij;http://www.groeninghedrukkerij.be/Images/Boeken/be935f26-4dd9-4490-8986-08d0b87292a3/cover.jpg;1;ASIN
9;9;Captain Conan;Roger Vercel ;1570037132;University of South Carolina Press;http://ecx.images-amazon.com/images/I/61MssZCHRjL._SL160_.jpg;1;ASIN
10;10;Both Sides of the Wire;William Cull, Aaron Pegram;1742376169;Allen & Unwin;http://www.allenandunwin.com/BookCovers/resized_9781742376165_224_297_FitSquare.jpg;1;ASIN
11;11;When God Made Hell: The British Invasion of Mesopotamia and the Creation of Iraq, 1914-1921;Charles Townshend;978-0571237197;Faber & Faber;http://ecx.images-amazon.com/images/I/61nLgmUG0aL._SL160_.jpg;1;ASIN
12;12;Gallipoli;Peter Hart;1846681596;Profile;http://ecx.images-amazon.com/images/I/417JS3CCaOL._SL160_.jpg;1;ASIN
13;13;Handbook of Imperial Germany;Janet Robinson, Joe Robinson;978-1449021139;AuthorHouse;http://ecx.images-amazon.com/images/I/51VyM8tcgSL._SL160_.jpg;1;ASIN
14;14;The Remains of Company D: A Story of the Great War;James Carl Nelson;978-0312650414;St. Martin's Griffin;http://ecx.images-amazon.com/images/I/51piDdObcJL._SL160_.jpg;1;ASIN
15;16;Der Erste Weltkrieg: Die Ur-Katastrophe des 20. Jahrhunderts;Klaus Wiegrefe, Stephan Burgdorff;3423345128;;http://ecx.images-amazon.com/images/I/51QCYSbJnvL._SL160_.jpg;1;ASIN
16;17;Enzyklopädie Erster Weltkrieg;Gerhard Hirschfeld (Hrsg.), Gerd Krumeich (Hrsg.), Irina Renz (Hrsg.);9,78383E+12;Utb Gmbh;http://ecx.images-amazon.com/images/I/21wsPZtdq4L._SL160_.jpg;1;ASIN
17;18;World War I;HP Willmott;1405329866;Dorling Kindersley (October 1, 2008);http://ecx.images-amazon.com/images/I/61SQSFFSZSL._SL160_.jpg;1;ASIN
18;19;Histoire maritime de la première guerre mondiale;Jean-Jacques Antier, Paul Chack;2704806985;France-Empire (1992);http://ecx.images-amazon.com/images/I/51SE7ABCRYL._SL160_.jpg;1;ASIN
19;20;Les erreurs stratégiques : Pendant la Première Guerre mondiale;Bernard Schnetzler;2717852255;Economica;http://ecx.images-amazon.com/images/I/512098ATJ7L._SL160_.jpg;1;ASIN
20;22;Monty and Rommel: Parallel Lives;Peter Caddick Adams;9,78185E+12;Preface Publishing (June 6, 2011);http://ecx.images-amazon.com/images/I/51FLev7mTrL._SL160_.jpg;1;ASIN
21;23;The Home Front: Civilian Life in World War One Revealing History;Peter G. Cooksley;752436880;Tempus (February 1, 2006);http://ecx.images-amazon.com/images/I/51EQ2CC8W3L._SL160_.jpg;1;ASIN
22;24;Home Front 1914-1918: How Britain Survived the Great War Britain at War;Ian Beckett;1903365813;The National Archives (May 24, 2006);http://ecx.images-amazon.com/images/I/51HQ0BE1CHL._SL160_.jpg;1;ASIN
23;25;The Somme - the unseen panorama's;Peter Barton;1849017190;Constable (February 24, 2011);http://ecx.images-amazon.com/images/I/51N4H0V5NYL._SL160_.jpg;1;ASIN
24;29;WALKING THE SALIENT (Battleground Europe);Paul Reed;850526175;Pen and Sword (May 1999);http://ecx.images-amazon.com/images/I/41R2EF5RJGL._SL160_.jpg;1;ASIN
25;30;The Zeebrugge and Ostend Raids 1918;Deborah Lake;850528704; Pen and Sword (November 2002);http://ecx.images-amazon.com/images/I/51GR9TPJ0KL._SL160_.jpg;1;ASIN
26;31;The Great World War 1914-45: II Who Won? Who Lost?;John Bour;9,78001E+12;"HarperCollins (UK); Export ed edition (July 2002)";http://ecx.images-amazon.com/images/I/51FC636QS1L._SL160_.jpg;1;ASIN
27;33;Storm of Steel;Ernst Junger, Michael Hofmann;9,78014E+12;"Penguin Books, Limited (UK); Reprint. edition (September 2007)";http://ecx.images-amazon.com/images/I/51ZmZQqltgL._SL160_.jpg;1;ASIN
28;34;The Western Front: Then and Now - From Mons to the Marne and Back After the Battle;John Giles;900913711;After the Battle (February 1992);http://ecx.images-amazon.com/images/I/41AWA8YWT7L._SL160_.jpg;1;ASIN
29;35;Flanders: Then and Now (After the Battle);John Giles;900913487;"After the Battle; 3rd edition edition (December 31, 1988)";http://ecx.images-amazon.com/images/I/515A7820J2L._SL160_.jpg;1;ASIN
30;36;The Somme: Then and Now;John Giles;090091341X;After the Battle - Battle of Britain International Limited (1996);http://ecx.images-amazon.com/images/I/51V4BQCXECL._SL160_.jpg;1;ASIN
31;38;Mud, Blood and Poppycock: Britain and the Great War;Gordon Corrigan;9,7803E+12;Cassell (April 1, 2007);http://ecx.images-amazon.com/images/I/41WlZPQvC9L._SL160_.jpg;1;ASIN
32;39;Pillars of Fire: The Battle of Messines Ridge, June 1917;Ian Passingham;750934646;Sutton Publishing (September 27, 2004) ;http://ecx.images-amazon.com/images/I/51CH6HT4FRL._SL160_.jpg;1;ASIN
33;40;War Underground: The Tunnellers of the Great War;Alexander Barrie;1862270813;The History Press (September 1, 2000);http://ecx.images-amazon.com/images/I/51X8M5T28NL._SL160_.jpg;1;ASIN
34;41;Magnificent But Not War;John Dixon;9,78184E+12;Pen and Sword (April 2009);http://ecx.images-amazon.com/images/I/51LEWaYW17L._SL160_.jpg;1;ASIN
35;42;German Atrocities, 1914: A History of Denial;John Horne;300107919;"Yale University Press; XXVIII & 548 P. edition (December 11, 2002)";http://ecx.images-amazon.com/images/I/41Gt+yAfh6L._SL160_.jpg;1;ASIN
36;43;The Smoke and the Fire: Myths and Anti-myths of War, 1861-1945;John Terraine;850523303;Pen and Sword (April 2004);http://ecx.images-amazon.com/images/I/5189138MG3L._SL160_.jpg;1;ASIN
37;44;Vanished Battalion;HRH Prince Edward, Nigel McCrery;671711318;Simon & Schuster Ltd (November 23, 1992);http://g-ecx.images-amazon.com/images/G/02/misc/no-img-lg-uk._V192212046_.gif;1;ASIN
38;45;British Butchers and Bunglers of World War I;John Laffin;750934352; Sutton Publishing (December 22, 2003);http://g-ecx.images-amazon.com/images/G/02/ciu/ae/a1/86ae012912a0b113b8f1f110.L._SL160_.jpg;1;ASIN
39;46;The Donkeys: A History of the British Expeditionary Force in 1915;Alan Clark;712650350;Random House UK (October 27, 1992);http://ecx.images-amazon.com/images/I/417N0TZ519L._SL160_.jpg;1;ASIN
40;47;Haig's Command;Denis Winter;1844152049;Pen and Sword (April 2005);http://ecx.images-amazon.com/images/I/51XYES6DWGL._SL160_.jpg;1;ASIN
41;48;The Blood Tub: General Gough and the Battle of Bullecourt, 1917;Jonathan Walker;1862270228;Howell Press (September 1998);http://ecx.images-amazon.com/images/I/51S067E1H8L._SL160_.jpg;1;ASIN
42;49;Somme Harvest: Memories of a PBI in the Summer of 1916;Giles E.M. Eyre;1843421097; Naval and Military Press (February 13, 2009);http://ecx.images-amazon.com/images/I/41V0Yb3QobL._SL160_.jpg;1;ASIN
43;50;The Hell They Called High Wood: The Somme 1916;Norman Terry;1844158977;Pen and Sword (August 2009);http://ecx.images-amazon.com/images/I/51irRSIzgEL._SL160_.jpg;1;ASIN
44;51;Isonzo: The Forgotten Sacrifice of the Great War; John R. Schindler;;;http://ecx.images-amazon.com/images/I/41AWIihszpL._SL160_.jpg;1;ASIN
45;52;The Battle of Tanga 1914;Ross Anderson;752423495;"Tempus Pub Ltd; illustrated edition edition (December 2002)";http://ecx.images-amazon.com/images/I/517F7EFD55L._SL160_.jpg;1;ASIN
46;53;Gallipoli;L A Carlyon;553815067;Bantam;http://ecx.images-amazon.com/images/I/51NZY7G83DL._SL160_.jpg;1;ASIN
47;54;Independent Force: The War Diary of the Daylight Bomber Squadrons of the Independent Air Force  6 June - 11 November 1918;Keith Rennles;9,7819E+12;Grub Street (March 2003);http://ecx.images-amazon.com/images/I/511FWYS7V4L._SL160_.jpg;1;ASIN
48;55;The Great War: Myth and Memory;Dan Todman;9,78185E+12;Hambledon Continuum (March 10, 2007);http://ecx.images-amazon.com/images/I/51GHG3GJDML._SL160_.jpg;1;ASIN
49;56;Battle Tactics of the Western Front: British Army's Art of Attack, 1916-18;Paddy Griffith;300066635;Yale University Press (April 24, 1996);http://ecx.images-amazon.com/images/I/51ZJ5YH3Y0L._SL160_.jpg;1;ASIN
50;57;The Somme;Robin Prior, Trevor Wilson;868408441;Yale University Press (August 24, 2006);http://ecx.images-amazon.com/images/I/51N2BQNW4VL._SL160_.jpg;1;ASIN
51;59;The Eastern Front 1914-1917;Norman Stone;140267255;"Penguin Global; 2nd edition (September 1, 2004)";http://ecx.images-amazon.com/images/I/51s1E2n4QZL._SL160_.jpg;1;ASIN
52;60;The Marne: The Battle That Saved Paris and Changed the Course of the First World War Prion lost treasures;Georges Blond;9,78185E+12;Prion (March 1, 2002);http://ecx.images-amazon.com/images/I/51ehRKpXG-L._SL160_.jpg;1;ASIN
53;61;Riding The Retreat: Mons to the Marne 1914 Revisited;Richard Holmes;1845951093;Pimlico (April 3, 2007);http://ecx.images-amazon.com/images/I/51RKIAWqSCL._SL160_.jpg;1;ASIN
54;62;Tommy: The British Soldier on the Western Front;Richard Holmes;7137524;HarperCollins UK (March 1, 2005);http://ecx.images-amazon.com/images/I/41BPBHZENTL._SL160_.jpg;1;ASIN
55;63;Cheerful Sacrifice;Jonathan Nicholls;1844153266;Pen and Sword (March 2006);http://ecx.images-amazon.com/images/I/51V58RPJKYL._SL160_.jpg;1;ASIN
56;64;A Passionate Prodigality (Echoes of War);Guy Chapman;907675425;Cimino Publishing Group (May 1990);http://g-ecx.images-amazon.com/images/G/02/ciu/54/27/bcc2e10e22a02a65d7721210.L._SL160_.jpg;1;ASIN
57;65;Most Unfavourable Ground: The Battle of Loos, 1915;Niall Cherry;1906033218;Helion & Company (August 15, 2008);http://ecx.images-amazon.com/images/I/218zUJg6ByL._SL160_.jpg;1;ASIN
58;66;Tanks at Flers: An Account of the First Use of Tanks in War at the Battle of Flers-Courcelette, the Somme, 15 September 1916;Trevor Pidgeon;952517523;Fairmile Books (September 1995);http://g-ecx.images-amazon.com/images/G/02/misc/no-img-lg-uk._V192212046_.gif;1;ASIN
59;67;Tank Warfare: The Story of the Tanks in the Great War;F. Mitchell;9,78185E+12;Naval & Military Press (June 20, 2006);http://ecx.images-amazon.com/images/I/41n5Oks-e5L._SL160_.jpg;1;ASIN
60;68;Poppies from the Heart of Strathspey;Peter Anderson;9,78096E+12;Fishertown Press (June 1, 2010);http://g-ecx.images-amazon.com/images/G/02/misc/no-img-lg-uk._V192212046_.gif;1;ASIN
61;69;In the Clouds Above Baghdad: Recollections of the R. F. C. in Mesopotamia During the First World War Against the Turks; J. E. Tennant;9,78185E+12;LEONAUR (July 14, 2009);http://ecx.images-amazon.com/images/I/51DxcNNLpsL._SL160_.jpg;1;ASIN
62;70;The Advance from Mons 1914: The Experiences of a German Infantry Officer Helion Library of the Great War;Walter Bloem;9,78187E+12;Helion and Company Ltd. (December 2004);http://ecx.images-amazon.com/images/I/41T52T5KQ5L._SL160_.jpg;1;ASIN
63;71;Death of an Army;Anthony Farrar-Hockley;1853266981;Wordsworth Editions Ltd (March 1999);http://ecx.images-amazon.com/images/I/51HW60PR2PL._SL160_.jpg;1;ASIN
64;72;The Mons Star. The British Expeditionary Force 5th August - 22nd November 1914;David Ascoli;9,78025E+12;"Harrap; First edition (1981)";http://g-ecx.images-amazon.com/images/G/02/ciu/2e/52/aaa236c622a0a444ba3f9110.L._SL160_.jpg;1;ASIN
65;73;The Zeebrugge Raid 1918: 'The Finest Feat of Arms';Paul Kendall;1862274770;The History Press (August 1, 2009);http://ecx.images-amazon.com/images/I/51F8sEu2NAL._SL160_.jpg;1;ASIN
66;74;Somme Success: the Royal Flying Corps and the Battle of the Somme, 1916;Peter Hart;850527414;Pen and Sword (October 2001);http://ecx.images-amazon.com/images/I/51OgTLv5B2L._SL160_.jpg;1;ASIN
67;75;King of Airfighters: The Biography of Major Mick Mannock, VC, DSO MC;Ira Jones;1932033998;Casemate (July 2009);http://ecx.images-amazon.com/images/I/51kboA+o4jL._SL160_.jpg;1;ASIN
68;76;Winged Victory;V.M. Yeates;1904010652;Grub Street Publishing (May 2004);http://ecx.images-amazon.com/images/I/41CZ2KR6VWL._SL160_.jpg;1;ASIN
69;77;Flying Fury: Five Years in the Royal Flying Corps;James Thomas Byford McCudden;1935149105;Casemate (October 2009);http://ecx.images-amazon.com/images/I/41i6So3Dm1L._SL160_.jpg;1;ASIN
70;78;Sagittarius Rising;Cecil Lewis;751509310;"Warner Futura; New Ed edition (1994)";http://ecx.images-amazon.com/images/I/41P5sv-D4cL._SL160_.jpg;1;ASIN
71;80;Under the Devil's Eye: Britain's Forgotten Army at Salonika 1915-1918;Alan Wakefield, Simon Moody;750935375;The History Press (September 29, 2004);http://ecx.images-amazon.com/images/I/51GA2f+YfmL._SL160_.jpg;1;ASIN
72;81;Some Desperate Glory: The Diary of a Young Officer 1917;Edwin Campion Vaughan;9,78185E+12; Pen and Sword (June 2010);http://ecx.images-amazon.com/images/I/61qASzhZVML._SL160_.jpg;1;ASIN
73;83;With the German Guns: Four Years on the Western Front;Herbert Sulzbach;1844150194;Pen and Sword (February 2004);http://ecx.images-amazon.com/images/I/41PWASRVB3L._SL160_.jpg;1;ASIN
74;84;The Gardeners of Salonika: The Macedonian Campaign 19151918;Alan Palmer;;;http://ecx.images-amazon.com/images/I/4188BPzJC0L._SL160_.jpg;1;ASIN
75;85;Jutland, 1916: Death in the Grey Wastes;Peter Hart, Nigel Steel;030436648X;Cassell (April 1, 2007);http://ecx.images-amazon.com/images/I/51CChl14+4L._SL160_.jpg;1;ASIN
76;86;The Forgotten Front: The East African Campaign 1914-1918;Ross Anderson;752441264;The History Press (June 1, 2007);http://ecx.images-amazon.com/images/I/51qtsvhWM-L._SL160_.jpg;1;ASIN
77;87;On Secret Service East of Constantinople: The Plot to Bring Down the British Empire;Peter Hopkirk;9,78072E+12;John Murray (March 27, 2006);http://ecx.images-amazon.com/images/I/51J3MDCTVAL._SL160_.jpg;1;ASIN
78;88;Defeat at Gallipoli;Nigel Steel, Peter Hart;330490583;Pan Macmillan (August 2002);http://ecx.images-amazon.com/images/I/51J5R8HNWEL._SL160_.jpg;1;ASIN
79;89;The White War: Life and Death on the Italian Front, 1915-1919;Mark Thompson;571223346;Faber and Faber (June 30, 2007);http://ecx.images-amazon.com/images/I/51tHddcA+sL._SL160_.jpg;1;ASIN
80;90;The Old Contemptibles;Robin Neillands;719556490;John Murray (August 1, 2005);http://ecx.images-amazon.com/images/I/514GSZPW9JL._SL160_.jpg;1;ASIN
81;91;Mons: The Retreat to Victory;John Terraine;1848841701;Pen and Sword (June 2010);http://ecx.images-amazon.com/images/I/61zFxTrzLJL._SL160_.jpg;1;ASIN
82;92;Douglas Haig:The Educated Soldier;John Terraine;304353191;Phoenix;http://ecx.images-amazon.com/images/I/51noK66s+9L._SL160_.jpg;1;ASIN
83;93;Devil Dogs: Fighting Marines of World War I;George B. Clark;891416536;Presidio Press;http://ecx.images-amazon.com/images/I/51VVDS1EENL._SL160_.jpg;1;ASIN
84;94;Cambrai 1917;Bryn Hammond;753826054;Phoenix;http://ecx.images-amazon.com/images/I/51lM77LTf6L._SL160_.jpg;1;ASIN
85;95;The Price of Glory: Verdun 1916;Alistair Horne;140170413;Penguin;http://ecx.images-amazon.com/images/I/51WZPIjx7vL._SL160_.jpg;1;ASIN
86;96;Verdun 1916;Malcolm Brown;;;http://ecx.images-amazon.com/images/I/51RM51H15NL._SL160_.jpg;1;ASIN
87;97;Indian Voices of the Great War: Soldiers' Letters, 1914-1918: Soldiers' Letters, 1914-18;David E. Omissi;;;http://ecx.images-amazon.com/images/I/41QMZ7XVVTL._SL160_.jpg;1;ASIN
88;98;Don't Forget Me, Cobber: The Battle of Fromelles;Robin S. Corfield;522855296;Melbourne University Press;http://ecx.images-amazon.com/images/I/51BhlzWOKcL._SL160_.jpg;1;ASIN
89;99;Ordered To Die, A History of the Ottoman Army in the First World War;Edward J. Erickson;;;http://ecx.images-amazon.com/images/I/41ADj4G4WWL._SL160_.jpg;1;ASIN
90;100;The Deluge: British Society and the First World War;Arthur Marwick;;;http://ecx.images-amazon.com/images/I/51fa0DhJF7L._SL160_.jpg;1;ASIN
91;101;The Manchester Pals;Michael Stedman;;;http://ecx.images-amazon.com/images/I/416YSA318YL._SL160_.jpg;1;ASIN
92;102;Battles on the Tigris: The Mesopotamian Campaign of the First World War;Ron Wilcox;1844154300;Pen & Sword Books Ltd;http://ecx.images-amazon.com/images/I/51EZJY0J6YL._SL160_.jpg;1;ASIN
93;103;The Kaiser's Battle;Martin Middlebrook;;;http://ecx.images-amazon.com/images/I/51vmrEWuq7L._SL160_.jpg;1;ASIN
94;104;Sepoys in the Trenches: The Indian Corps on the Western Front 1914-15;Gordon Corrigan;;;http://ecx.images-amazon.com/images/I/51K6PK0MD3L._SL160_.jpg;1;ASIN
95;105;Call to Arms: The British Army 1914-18;Charles Messenger;297846957;Weidenfeld & Nicolson;http://ecx.images-amazon.com/images/I/510ZHD2L9xL._SL160_.jpg;1;ASIN
96;106;The First World War, Volume One: To Arms;Hew Strachan;;;http://ecx.images-amazon.com/images/I/51fkGVDdKDL._SL160_.jpg;1;ASIN
97;107;Aces Falling;Peter Hart;9,78075E+12;Phoenix;http://ecx.images-amazon.com/images/I/51tSeCVdJxL._SL160_.jpg;1;ASIN
98;108;Bloody April: Slaughter in the Skies Over Arras, 1917;Peter Hart;297846213;Weidenfeld & Nicolson;http://ecx.images-amazon.com/images/I/41Oq9o6qSHL._SL160_.jpg;1;ASIN
99;109;The War the Infantry Knew: A Chronicle of Service in France and Belgium History Greats;J.C. Dunn;;;http://ecx.images-amazon.com/images/I/41QtKWpE4rL._SL160_.jpg;1;ASIN
100;110;Weary Road. The Recollections of a Subaltern of Infantry 2001;Charles Douie;;;http://ecx.images-amazon.com/images/I/41KB4MTSXAL._SL160_.jpg;1;ASIN
101;111;A Subaltern on the Somme;Max Plowman;1843420449;Naval and Military Press;http://ecx.images-amazon.com/images/I/41itu8-MmOL._SL160_.jpg;1;ASIN
102;112;Before My Helpless Sight: Suffering, Dying and Military Medicine on the Western Front, 1914-1918 The History of Medicine in Context;Leo van Bergen;754658538;Ashgate;http://ecx.images-amazon.com/images/I/41yHtzH3YmL._SL160_.jpg;1;ASIN
103;113;Douglas Haig and the First World War; J. P. Harris;521898021;Cambridge University Press;http://ecx.images-amazon.com/images/I/51c6WdZIhTL._SL160_.jpg;1;ASIN
104;114;The Somme;Peter Hart;304367354;Phoenix;http://ecx.images-amazon.com/images/I/51VQ1cK1UnL._SL160_.jpg;1;ASIN
105;115;The Myriad Faces of War: Britain and the Great War, 1914-18;Trevor Wilson;074560093X;Polity Press;http://ecx.images-amazon.com/images/I/51wKcg9arKL._SL500_AA300_.jpg;1;ASIN
106;116;Blighty: British Society in the Era of the Great War;Gerard J. De Groot;582061377;Longman;http://ecx.images-amazon.com/images/I/413QPC2XCML._SL160_.jpg;1;ASIN
107;117;There's a Devil in the Drum;John F. Lucy;1843421100;Naval and Military Press;http://ecx.images-amazon.com/images/I/31AZLR+7JML._SL160_.jpg;1;ASIN
108;118;The First World War: Germany and Austria-Hungary 1914-1918 Modern Wars;Holger Herwig;340573481;Bloomsbury Academic;http://ecx.images-amazon.com/images/I/51gYK2acdRL._SL160_.jpg;1;ASIN
109;121;1918: A Very British Victory;Peter Hart;753826895;Phoenix;http://ecx.images-amazon.com/images/I/41ueve8KJjL._SL160_.jpg;1;ASIN
110;122;China on the Western Front: Britain's Chinese Work-force in the First World War;Michael Brynner Summerskill;950833002;950833002;http://ecx.images-amazon.com/images/I/512HE360TgL._SL160_.jpg;1;ASIN
111;123;Regimental Records of the Royal Welch Fusiliers 23rd Foot;C Dudley Ward;;;http://ecx.images-amazon.com/images/I/51cXPti8-HL._SL160_.jpg;1;ASIN
112;124;Old Soldiers Never Die;Frank Richards;1843420260;Naval and Military Press;http://ecx.images-amazon.com/images/I/41MvIlJEo4L._SL160_.jpg;1;ASIN
113;126;Forgotten Victory: The First World War: Myths and Realities;Gary Sheffield;;;http://ecx.images-amazon.com/images/I/41AHPWVSGPL._SL160_.jpg;1;ASIN
114;127;Passchendaele: The Sacrificial Ground;Nigel Steel, Peter Hart;304352683;Weidenfeld & Nicolson;http://ecx.images-amazon.com/images/I/51DFhwaRWQL._SL160_.jpg;1;ASIN
115;128;1914-1918;David Stevenson;140268170;Penguin;http://www.penguin.co.uk/static/covers/all/1/7/9780140268171L.jpg;1;ASIN
116;129;Letters from Verdun: Frontline Experiences of an American Volunteer in World War 1 France;Avery Royce Wolfe;978-1932033946;Casemate Books;http://www.casematepublishers.com/images/covers/9781932033946.jpg;1;ASIN
117;130;The German Army on Vimy Ridge 1914-1917;Jack Sheldon;978-1844156801;Pen & Sword Military;http://ecx.images-amazon.com/images/I/51uMY6GR4oL._SL160_.jpg;1;ASIN
118;131;The Marne, 1914: The Opening of World War I and the Battle That Changed the World;Holger H. Herwig;812978293;Random House Trade Paperbacks;http://ecx.images-amazon.com/images/I/51OFIYnhRdL._SL160_.jpg;1;ASIN
119;132;Hell in Flanders Fields: Canadians at the Second Battle of Ypres;George H. Cassar;978-1554887286;Dundurn;http://ecx.images-amazon.com/images/I/51iLuazEzRL._SL160_.jpg;1;ASIN
120;133;The Real German War Plan, 1904-14;Terence Zuber;978-0752456645;The History Press;http://ecx.images-amazon.com/images/I/51ekq1nUrwL._SL160_.jpg;1;ASIN
121;134;Terror of the Autumn Skies;Blaine L. Pardoe;1602392528;Skyhorse Publishing;http://ecx.images-amazon.com/images/I/51fDknyKYkL._SL500_AA300_.jpg;11;ASIN
122;135;Lost Eagles: One Man's Mission to Find Missing Airman in Two World Wars;Blaine L. Pardoe;472117521;University of Michigan Press;http://press.umich.edu/mediakits/11752/Pardoe_cover.jpg;11;ASIN
123;136;Crossed Boomerangs. A History of all the 31 Battalions;Bob Burla;1-876439-67-X;Australian Military History Publications;http://regimental-books.com.au/shop/images/RB00022.JPG;14;ASIN
124;137;Aristocrats Go to War: Uncovering the Zillebeke Churchyard Cemetery;Jerry Murland;1848841523;Pen and Sword;http://ecx.images-amazon.com/images/I/51WyKXUsR-L._SL160_.jpg;15;ASIN
125;138;Honger: Een geschiedenis van de Eerste Wereldoorlog;Rick Blom;9,78902E+12;Lannoo;http://photo.goodreads.com/books/1230671256l/6054328.jpg;7;ASIN
126;139;The Sky on Fire;Raymond Fredette;9,78082E+12;Smithsonian History of Aviation;http://www2.alibris-static.com/isbn/9780817353476.gif;19;ASIN
127;140;Im Westen Nichts Neues;Erich Maria Remarque;9,78346E+12;;http://2.bp.blogspot.com/_YU5mPEjPHcQ/TAPY6sO-wCI/AAAAAAAAG44/A8x4Lu5JwQo/s1600/Im+Westen+Nicht+Neues.jpg;19;ASIN
128;141;The Spirit of the Troops is Excellent: The 6th (Morayshire) Battalion, Seaforth Highlanders in the Great War 1914 - 1919;Derek Bird;978-0956022301;Birdbrain Books;;16;ASIN
129;144;Somme;Lyn Macdonald;140178678;Papermac;http://www.cliobook.nl/afbeeldingen/4313.jpg;7;ASIN
130;145;They Called it Passchendaele: The Story of the Battle of Ypres and of the Men Who Fought in it;Lyn Macdonald;140165096;Penguin;http://ecx.images-amazon.com/images/I/51WDZB9ERWL._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU02_.jpg;7;ASIN
131;146;1914: The Days of Hope;Lyn Macdonald;718123948;Penguin;http://antiqbook.com/books/thumbs/c/clio_4314.jpg;7;ASIN
132;147;1915. The Death of Innocence;Lyn Macdonald;9,78014E+12;Penguin;http://antiqbook.com/books/thumbs/c/clio_4315.jpg;7;ASIN
133;148;The roses of no man's land;Lyn Macdonald;718117859;Papermac;http://www.cliobook.nl/afbeeldingen/4316.jpg;7;ASIN
134;149;The First World War;John Keegan;712666451;Hutchinson;http://ecx.images-amazon.com/images/I/41BJmGtl69L._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU02_.jpg;7;ASIN
135;150;A Brief History of the Royal Flying Corps in World War One;Ralph Barker;1841194700;Robinson Publishing ;http://s3.subirimagenes.com:81/otros/previo/thump_663161851ybqz6ydwlss500.jpg;24;ASIN
136;151;The Reluctant Tommy: An Extraordinary Memoir of the First World War;Jon Snow, Ronald Skirth, Duncan Barett;9,78023E+12;Macmillan;plc.jpg;1;ASIN
137;152;The Battle of Bellicourt Tunnel: Tommies, Diggers and Doughboys on the Hindenburg Line, 1918;Dale Blair;1848325878;Frontline Books;http://ecx.images-amazon.com/images/I/51bYvkxIOsL._SL500_AA300_.jpg;1;ASIN
138;153;The Battle of the Lys 1918 : Givenchy and the River Lawe;Phil Tomaselli;9,78184E+12;Pen & Sword Battleground;pic.jpg;1;ASIN
139;154;The Diary of a Forgotten Battalion: The Household Battalion in the First World War 1916-1918;Gerard William Harvey;9,78095E+12;Shalford Publishing;pic.jpg;1;ASIN
140;155;Far From a Donkey: The Life of General Sir Ivor Maxse;John Baynes;185753185X;Brassey's;http://ecx.images-amazon.com/images/I/412GAG5CFSL._SL500_AA300_.jpg;1;ASIN
141;156;Haig's Generals;Ian F.W. Beckett;9,78184E+12;Leo Cooper Ltd ;pic.jpg;1;ASIN
142;157;Tommy at Gommecourt;Tommy Higgins;9,7819E+12;Churnet Valley Books;pic.jpg;1;ASIN
143;158;The Diary of an Old Contemptible: From Mons to Baghdad 1914-1919;Peter Downham;9,78184E+12;Leo Cooper Ltd;pic.jpg;1;ASIN
144;159;Pro Patria Mori: The 56th (1st London) Division at Gommecourt, 1st July 1916;Alan MacDonald;955811910;Iona Books;http://ecx.images-amazon.com/images/I/51aQeSJd2fL._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU02_.jpg;1;ASIN
145;161;The British Army, 1914-18 (Men-at-arms);R.J. Marriot, D.S.V. Fosten;9,78085E+12;Osprey Publishing;pic.jpg;1;ASIN
146;163;Douglas Haig: War Diaries and Letters 1914-1918;Gary Sheffield, John Bourne;297847023;Weidenfeld & Nicolson;pic.jpg;1;ASIN
147;164;American Battlefields of World War I: Chateau-thierry--then And Now: 1;David C. Homsher;970244304;;http://ecx.images-amazon.com/images/I/510JHR5N4KL._SL500_AA300_.jpg;1;ASIN
